provincia,cantón,área_de_residencia,asiste_actualmente_a_la_educación_regular_o_formal?,numero_total_de_personas,ninguno,centro_de_desarrollo_infantil/creciendo_con_nuestros_hijos/guardería,número_total_de_personas_que_asisten_o_asistieron_a_educación_inicial,número_total_de_personas_que_asisten_o_asistieron_a_alfabetización,número_total_de_personas_que_asisten_o_asistieron_a_educación_general_básica,número_total_de_personas_que_asisten_o_asistieron_a_bachillerato,número_total_de_personas_que_asisten_o_asistieron_a_ciclo_postbachillerato,número_total_de_personas_que_asisten_o_asistieron_a_educación_técnica_o_tecnológica,número_total_de_personas_que_asisten_o_asistieron_a_educación_superior,número_total_de_personas_que_asisten_o_asistieron_a_maestría/posgrado,número_total_de_personas_que_asisten_o_asistieron_a_phd/doctorado
GUAYAS,Salitre,Urbana,Asiste,4767,0.0,292.0,258.0,1.0,2500,804,12.0,51.0,848.0,1.0,0.0
GUAYAS,Salitre,Urbana,No asiste,8804,1018.0,52.0,26.0,26.0,3094,3662,17.0,129.0,690.0,88.0,2.0
GUAYAS,Salitre,Rural,Asiste,13519,0.0,942.0,663.0,4.0,8423,2403,12.0,100.0,972.0,0.0,0.0
GUAYAS,Salitre,Rural,No asiste,33970,5236.0,187.0,104.0,187.0,18040,9338,39.0,133.0,653.0,52.0,1.0
GUAYAS,San Jacinto de Yaguachi,Urbana,Asiste,7837,0.0,174.0,389.0,3.0,3799,1309,25.0,50.0,2074.0,14.0,0.0
GUAYAS,San Jacinto de Yaguachi,Urbana,No asiste,15135,1961.0,39.0,42.0,18.0,5596,5642,32.0,180.0,1440.0,177.0,8.0
GUAYAS,San Jacinto de Yaguachi,Rural,Asiste,15376,0.0,328.0,712.0,7.0,8978,2673,40.0,69.0,2563.0,5.0,1.0
GUAYAS,San Jacinto de Yaguachi,Rural,No asiste,34351,5183.0,65.0,128.0,50.0,16143,10746,100.0,217.0,1565.0,151.0,3.0
GUAYAS,Playas,Urbana,Asiste,16547,0.0,1094.0,839.0,13.0,9417,2714,48.0,266.0,2141.0,14.0,1.0
GUAYAS,Playas,Urbana,No asiste,31609,3533.0,140.0,61.0,87.0,11783,11861,115.0,687.0,2913.0,402.0,27.0
GUAYAS,Playas,Rural,Asiste,3332,0.0,166.0,197.0,0.0,2091,536,7.0,34.0,300.0,1.0,0.0
GUAYAS,Playas,Rural,No asiste,7280,952.0,70.0,38.0,26.0,3537,2065,30.0,105.0,405.0,50.0,2.0
GUAYAS,Simón Bolívar,Urbana,Asiste,2717,0.0,83.0,148.0,0.0,1628,470,8.0,16.0,362.0,2.0,0.0
GUAYAS,Simón Bolívar,Urbana,No asiste,5979,803.0,24.0,14.0,6.0,2134,2244,28.0,86.0,556.0,82.0,2.0
GUAYAS,Simón Bolívar,Rural,Asiste,5842,0.0,149.0,335.0,2.0,3802,1037,15.0,21.0,480.0,1.0,0.0
GUAYAS,Simón Bolívar,Rural,No asiste,14889,2192.0,37.0,33.0,23.0,7174,4554,48.0,88.0,702.0,38.0,0.0
GUAYAS,Coronel Marcelino Maridueña,Urbana,Asiste,2331,0.0,57.0,146.0,0.0,1191,370,3.0,30.0,530.0,3.0,1.0
GUAYAS,Coronel Marcelino Maridueña,Urbana,No asiste,5465,373.0,9.0,7.0,0.0,1333,2480,10.0,158.0,991.0,102.0,2.0
GUAYAS,Coronel Marcelino Maridueña,Rural,Asiste,1632,0.0,47.0,112.0,0.0,999,338,8.0,6.0,121.0,1.0,0.0
GUAYAS,Coronel Marcelino Maridueña,Rural,No asiste,3755,481.0,16.0,11.0,5.0,1733,1320,7.0,15.0,150.0,16.0,1.0
GUAYAS,Lomas de Sargentillo,Urbana,Asiste,5229,0.0,227.0,332.0,4.0,3093,973,9.0,69.0,520.0,2.0,0.0
GUAYAS,Lomas de Sargentillo,Urbana,No asiste,11374,1787.0,60.0,42.0,51.0,4651,3769,22.0,167.0,758.0,65.0,2.0
GUAYAS,Lomas de Sargentillo,Rural,Asiste,1681,0.0,129.0,98.0,1.0,1076,283,3.0,2.0,88.0,1.0,0.0
GUAYAS,Lomas de Sargentillo,Rural,No asiste,3970,797.0,9.0,26.0,37.0,2013,976,3.0,9.0,92.0,8.0,0.0
GUAYAS,Nobol,Urbana,Asiste,3374,0.0,144.0,215.0,0.0,1881,608,35.0,78.0,411.0,2.0,0.0
GUAYAS,Nobol,Urbana,No asiste,6636,757.0,20.0,18.0,19.0,2342,2690,19.0,173.0,530.0,66.0,2.0
GUAYAS,Nobol,Rural,Asiste,4632,0.0,252.0,286.0,8.0,2842,812,7.0,69.0,353.0,3.0,0.0
GUAYAS,Nobol,Rural,No asiste,9208,1277.0,43.0,41.0,35.0,4156,3073,7.0,126.0,417.0,33.0,0.0
GUAYAS,General  Antonio Elizalde,Urbana,Asiste,2209,0.0,72.0,126.0,1.0,1167,446,7.0,23.0,365.0,2.0,0.0
GUAYAS,General  Antonio Elizalde,Urbana,No asiste,4529,481.0,13.0,20.0,4.0,1299,1911,20.0,103.0,600.0,77.0,1.0
GUAYAS,General  Antonio Elizalde,Rural,Asiste,1603,0.0,48.0,89.0,0.0,966,342,7.0,10.0,140.0,0.0,1.0
GUAYAS,General  Antonio Elizalde,Rural,No asiste,3469,529.0,5.0,18.0,15.0,1510,1114,14.0,39.0,201.0,24.0,0.0
GUAYAS,Isidro Ayora,Urbana,Asiste,3003,0.0,157.0,209.0,1.0,1712,481,13.0,68.0,357.0,3.0,2.0
GUAYAS,Isidro Ayora,Urbana,No asiste,5272,742.0,22.0,30.0,16.0,1994,1988,11.0,85.0,323.0,58.0,3.0
GUAYAS,Isidro Ayora,Rural,Asiste,1893,0.0,192.0,139.0,1.0,1141,322,3.0,15.0,80.0,0.0,0.0
GUAYAS,Isidro Ayora,Rural,No asiste,4137,815.0,23.0,20.0,30.0,2091,1074,4.0,25.0,47.0,8.0,0.0
IMBABURA,Ibarra,Urbana,Asiste,50228,0.0,1451.0,3089.0,7.0,24780,8525,154.0,1444.0,10642.0,124.0,12.0
IMBABURA,Ibarra,Urbana,No asiste,107713,6592.0,170.0,153.0,109.0,27970,34383,609.0,4465.0,27427.0,5412.0,423.0
IMBABURA,Ibarra,Rural,Asiste,18820,0.0,1021.0,1136.0,3.0,10215,3589,64.0,463.0,2305.0,20.0,4.0
IMBABURA,Ibarra,Rural,No asiste,40708,4860.0,126.0,93.0,283.0,17672,12073,124.0,1065.0,3844.0,536.0,32.0
IMBABURA,Antonio Ante,Urbana,Asiste,8105,0.0,319.0,440.0,3.0,4021,1422,42.0,229.0,1612.0,16.0,1.0
IMBABURA,Antonio Ante,Urbana,No asiste,17010,1100.0,43.0,17.0,30.0,6023,5331,161.0,716.0,3113.0,447.0,29.0
IMBABURA,Antonio Ante,Rural,Asiste,9408,0.0,475.0,595.0,1.0,5020,1710,51.0,246.0,1301.0,7.0,2.0
IMBABURA,Antonio Ante,Rural,No asiste,19248,1993.0,67.0,33.0,144.0,8356,5544,106.0,632.0,2022.0,324.0,27.0
IMBABURA,Cotacachi,Urbana,Asiste,3303,0.0,128.0,197.0,4.0,1586,569,9.0,112.0,692.0,5.0,1.0
IMBABURA,Cotacachi,Urbana,No asiste,7223,581.0,9.0,7.0,18.0,1841,2293,26.0,325.0,1750.0,344.0,29.0
IMBABURA,Cotacachi,Rural,Asiste,13779,0.0,868.0,637.0,2.0,8058,2837,29.0,274.0,1068.0,6.0,0.0
IMBABURA,Cotacachi,Rural,No asiste,28696,5619.0,167.0,86.0,222.0,12500,7710,304.0,492.0,1411.0,173.0,12.0
IMBABURA,Otavalo,Urbana,Asiste,13519,0.0,469.0,753.0,7.0,6703,2516,50.0,343.0,2650.0,26.0,2.0
IMBABURA,Otavalo,Urbana,No asiste,28199,2875.0,61.0,46.0,125.0,8166,9233,111.0,1037.0,5605.0,889.0,51.0
IMBABURA,Otavalo,Rural,Asiste,23648,0.0,1506.0,1192.0,9.0,13276,4505,60.0,433.0,2646.0,21.0,0.0
IMBABURA,Otavalo,Rural,No asiste,48937,10601.0,189.0,146.0,843.0,18888,13296,76.0,1136.0,3377.0,367.0,18.0
IMBABURA,Pimampiro,Urbana,Asiste,1753,0.0,119.0,100.0,1.0,931,298,0.0,36.0,262.0,5.0,1.0
IMBABURA,Pimampiro,Urbana,No asiste,4095,309.0,8.0,13.0,5.0,1561,1457,8.0,120.0,555.0,56.0,3.0
IMBABURA,Pimampiro,Rural,Asiste,2048,0.0,136.0,140.0,0.0,1202,404,8.0,35.0,123.0,0.0,0.0
IMBABURA,Pimampiro,Rural,No asiste,5470,766.0,20.0,14.0,26.0,2886,1514,7.0,59.0,165.0,13.0,0.0
IMBABURA,San Miguel de Urcuquí,Urbana,Asiste,1550,0.0,75.0,83.0,0.0,780,264,12.0,72.0,263.0,0.0,1.0
IMBABURA,San Miguel de Urcuquí,Urbana,No asiste,2930,229.0,11.0,1.0,12.0,1136,974,20.0,137.0,356.0,44.0,10.0
IMBABURA,San Miguel de Urcuquí,Rural,Asiste,4066,0.0,289.0,200.0,1.0,2339,764,29.0,111.0,332.0,1.0,0.0
IMBABURA,San Miguel de Urcuquí,Rural,No asiste,9423,1123.0,27.0,19.0,18.0,5260,2366,30.0,174.0,373.0,29.0,4.0
LOJA,Loja,Urbana,Asiste,71732,0.0,2279.0,4083.0,1.0,34039,11404,303.0,1554.0,17801.0,244.0,24.0
LOJA,Loja,Urbana,No asiste,131764,8430.0,407.0,244.0,113.0,29411,35180,497.0,4021.0,42162.0,10115.0,1184.0
LOJA,Loja,Rural,Asiste,14461,0.0,741.0,784.0,2.0,8137,2675,43.0,254.0,1811.0,14.0,0.0
LOJA,Loja,Rural,No asiste,32071,3000.0,199.0,111.0,155.0,16288,8371,87.0,546.0,2963.0,302.0,49.0
LOJA,Calvas,Urbana,Asiste,4597,0.0,207.0,275.0,7.0,2237,816,18.0,238.0,788.0,11.0,0.0
LOJA,Calvas,Urbana,No asiste,8578,585.0,68.0,19.0,26.0,2389,2236,21.0,638.0,2179.0,389.0,28.0
LOJA,Calvas,Rural,Asiste,3442,0.0,292.0,88.0,9.0,2048,676,18.0,103.0,207.0,1.0,0.0
LOJA,Calvas,Rural,No asiste,9425,834.0,155.0,32.0,126.0,5719,1936,13.0,186.0,395.0,28.0,1.0
LOJA,Catamayo,Urbana,Asiste,9107,0.0,523.0,527.0,2.0,4875,1556,21.0,189.0,1405.0,9.0,0.0
LOJA,Catamayo,Urbana,No asiste,17919,1509.0,97.0,41.0,38.0,6268,6457,96.0,576.0,2550.0,265.0,22.0
LOJA,Catamayo,Rural,Asiste,2292,0.0,119.0,108.0,1.0,1254,486,3.0,35.0,286.0,0.0,0.0
LOJA,Catamayo,Rural,No asiste,5922,573.0,18.0,20.0,17.0,3341,1462,5.0,80.0,367.0,37.0,2.0
LOJA,Celica,Urbana,Asiste,1536,0.0,42.0,66.0,0.0,807,313,6.0,24.0,275.0,2.0,1.0
LOJA,Celica,Urbana,No asiste,2950,256.0,21.0,6.0,8.0,818,1017,15.0,108.0,604.0,94.0,3.0
LOJA,Celica,Rural,Asiste,2819,0.0,115.0,71.0,1.0,1693,657,4.0,22.0,256.0,0.0,0.0
LOJA,Celica,Rural,No asiste,7074,902.0,32.0,17.0,22.0,3803,1926,9.0,59.0,269.0,34.0,1.0
LOJA,Chaguarpamba,Urbana,Asiste,454,0.0,39.0,20.0,0.0,216,69,1.0,7.0,100.0,2.0,0.0
LOJA,Chaguarpamba,Urbana,No asiste,888,52.0,6.0,2.0,3.0,277,324,0.0,41.0,164.0,19.0,0.0
LOJA,Chaguarpamba,Rural,Asiste,1424,0.0,87.0,36.0,0.0,844,302,1.0,18.0,135.0,1.0,0.0
LOJA,Chaguarpamba,Rural,No asiste,4091,381.0,12.0,6.0,6.0,2509,965,7.0,27.0,159.0,19.0,0.0
LOJA,Espíndola,Urbana,Asiste,635,0.0,33.0,27.0,0.0,319,120,1.0,22.0,110.0,3.0,0.0
LOJA,Espíndola,Urbana,No asiste,1438,83.0,5.0,4.0,3.0,411,455,10.0,51.0,352.0,63.0,1.0
LOJA,Espíndola,Rural,Asiste,3332,0.0,261.0,80.0,2.0,2002,723,6.0,34.0,220.0,4.0,0.0
LOJA,Espíndola,Rural,No asiste,8714,974.0,70.0,40.0,141.0,5182,1846,8.0,86.0,335.0,31.0,1.0
LOJA,Gonzanamá,Urbana,Asiste,633,0.0,23.0,36.0,0.0,314,130,1.0,18.0,110.0,1.0,0.0
LOJA,Gonzanamá,Urbana,No asiste,1340,98.0,10.0,7.0,4.0,275,374,9.0,46.0,457.0,54.0,6.0
LOJA,Gonzanamá,Rural,Asiste,2753,0.0,117.0,82.0,0.0,1594,584,2.0,60.0,314.0,0.0,0.0
LOJA,Gonzanamá,Rural,No asiste,7521,713.0,46.0,48.0,39.0,4355,1685,15.0,117.0,444.0,54.0,5.0
LOJA,Macará,Urbana,Asiste,3889,0.0,228.0,248.0,2.0,2236,678,13.0,60.0,420.0,4.0,0.0
LOJA,Macará,Urbana,No asiste,8565,667.0,52.0,14.0,22.0,3055,3190,53.0,183.0,1160.0,157.0,12.0
LOJA,Macará,Rural,Asiste,1560,0.0,150.0,36.0,2.0,981,285,3.0,15.0,88.0,0.0,0.0
LOJA,Macará,Rural,No asiste,4201,349.0,38.0,4.0,79.0,2568,998,4.0,30.0,121.0,9.0,1.0
LOJA,Paltas,Urbana,Asiste,2913,0.0,170.0,135.0,4.0,1485,517,6.0,50.0,542.0,4.0,0.0
LOJA,Paltas,Urbana,No asiste,4918,284.0,25.0,5.0,10.0,1171,1862,22.0,146.0,1202.0,175.0,16.0
LOJA,Paltas,Rural,Asiste,3994,0.0,250.0,90.0,2.0,2436,822,3.0,54.0,335.0,2.0,0.0
LOJA,Paltas,Rural,No asiste,11016,980.0,114.0,11.0,209.0,6448,2771,14.0,68.0,371.0,27.0,3.0
LOJA,Puyango,Urbana,Asiste,1957,0.0,47.0,120.0,0.0,1066,320,9.0,36.0,357.0,2.0,0.0
LOJA,Puyango,Urbana,No asiste,4024,343.0,19.0,14.0,26.0,1374,1266,81.0,122.0,681.0,95.0,3.0
LOJA,Puyango,Rural,Asiste,2629,0.0,50.0,54.0,1.0,1624,544,3.0,29.0,324.0,0.0,0.0
LOJA,Puyango,Rural,No asiste,7647,906.0,19.0,36.0,114.0,4349,1823,9.0,65.0,288.0,35.0,3.0
LOJA,Saraguro,Urbana,Asiste,1603,0.0,67.0,77.0,1.0,811,312,4.0,26.0,302.0,2.0,1.0
LOJA,Saraguro,Urbana,No asiste,3053,301.0,13.0,11.0,19.0,826,849,5.0,125.0,742.0,156.0,6.0
LOJA,Saraguro,Rural,Asiste,7620,0.0,462.0,377.0,2.0,4654,1411,6.0,59.0,646.0,3.0,0.0
LOJA,Saraguro,Rural,No asiste,16835,2638.0,116.0,85.0,148.0,9089,3612,4.0,145.0,881.0,111.0,6.0
LOJA,Sozoranga,Urbana,Asiste,276,0.0,25.0,15.0,0.0,147,50,1.0,3.0,34.0,1.0,0.0
LOJA,Sozoranga,Urbana,No asiste,632,26.0,5.0,0.0,1.0,218,194,9.0,26.0,138.0,15.0,0.0
LOJA,Sozoranga,Rural,Asiste,1639,0.0,141.0,19.0,1.0,1070,317,5.0,17.0,69.0,0.0,0.0
LOJA,Sozoranga,Rural,No asiste,4423,418.0,75.0,7.0,42.0,2888,857,8.0,26.0,92.0,9.0,1.0
LOJA,Zapotillo,Urbana,Asiste,1201,0.0,85.0,78.0,1.0,618,199,5.0,7.0,207.0,0.0,1.0
LOJA,Zapotillo,Urbana,No asiste,2398,225.0,11.0,7.0,4.0,785,842,1.0,47.0,413.0,62.0,1.0
LOJA,Zapotillo,Rural,Asiste,3025,0.0,248.0,113.0,0.0,1917,518,4.0,18.0,207.0,0.0,0.0
LOJA,Zapotillo,Rural,No asiste,7947,958.0,115.0,26.0,25.0,4542,1889,7.0,42.0,316.0,25.0,2.0
LOJA,Pindal,Urbana,Asiste,885,0.0,16.0,44.0,0.0,495,180,3.0,9.0,137.0,1.0,0.0
LOJA,Pindal,Urbana,No asiste,1775,226.0,2.0,4.0,2.0,500,722,11.0,44.0,235.0,29.0,0.0
LOJA,Pindal,Rural,Asiste,2180,0.0,116.0,38.0,0.0,1324,452,2.0,21.0,227.0,0.0,0.0
LOJA,Pindal,Rural,No asiste,5569,837.0,37.0,32.0,30.0,3007,1374,3.0,39.0,187.0,20.0,3.0
LOJA,Quilanga,Urbana,Asiste,272,0.0,9.0,12.0,0.0,141,43,1.0,4.0,61.0,1.0,0.0
LOJA,Quilanga,Urbana,No asiste,662,26.0,14.0,3.0,1.0,263,174,4.0,17.0,145.0,13.0,2.0
LOJA,Quilanga,Rural,Asiste,747,0.0,22.0,14.0,0.0,440,174,1.0,17.0,79.0,0.0,0.0
LOJA,Quilanga,Rural,No asiste,2290,226.0,27.0,13.0,8.0,1374,495,1.0,33.0,104.0,7.0,2.0
LOJA,Olmedo,Urbana,Asiste,237,0.0,24.0,14.0,0.0,103,33,0.0,6.0,57.0,0.0,0.0
LOJA,Olmedo,Urbana,No asiste,508,23.0,4.0,3.0,0.0,176,170,3.0,20.0,89.0,18.0,2.0
LOJA,Olmedo,Rural,Asiste,834,0.0,43.0,21.0,1.0,452,216,0.0,6.0,95.0,0.0,0.0
LOJA,Olmedo,Rural,No asiste,2585,287.0,12.0,5.0,11.0,1555,609,2.0,24.0,68.0,12.0,0.0
LOS RIOS,Babahoyo,Urbana,Asiste,32828,0.0,621.0,1803.0,2.0,15468,5096,122.0,591.0,9079.0,42.0,4.0
LOS RIOS,Babahoyo,Urbana,No asiste,65423,7123.0,120.0,228.0,62.0,17653,20392,350.0,1667.0,15433.0,2274.0,121.0
LOS RIOS,Babahoyo,Rural,Asiste,26366,0.0,1407.0,1582.0,6.0,14155,4451,136.0,307.0,4306.0,13.0,3.0
LOS RIOS,Babahoyo,Rural,No asiste,53892,7925.0,253.0,190.0,190.0,24248,15749,139.0,573.0,4010.0,576.0,39.0
LOS RIOS,Baba,Urbana,Asiste,2180,0.0,122.0,133.0,2.0,1233,386,1.0,47.0,256.0,0.0,0.0
LOS RIOS,Baba,Urbana,No asiste,4566,583.0,24.0,17.0,12.0,1597,1554,91.0,54.0,584.0,49.0,1.0
LOS RIOS,Baba,Rural,Asiste,11158,0.0,934.0,588.0,3.0,6710,1943,25.0,115.0,839.0,1.0,0.0
LOS RIOS,Baba,Rural,No asiste,27392,4246.0,198.0,74.0,136.0,13871,7580,90.0,176.0,968.0,53.0,0.0
LOS RIOS,Montalvo,Urbana,Asiste,5287,0.0,190.0,291.0,12.0,2725,1001,36.0,109.0,919.0,4.0,0.0
LOS RIOS,Montalvo,Urbana,No asiste,10961,1111.0,14.0,26.0,28.0,3040,4277,40.0,409.0,1795.0,211.0,10.0
LOS RIOS,Montalvo,Rural,Asiste,3380,0.0,89.0,201.0,1.0,1965,600,21.0,44.0,457.0,2.0,0.0
LOS RIOS,Montalvo,Rural,No asiste,8726,1134.0,11.0,19.0,35.0,3831,2790,16.0,130.0,712.0,46.0,2.0
LOS RIOS,Puebloviejo,Urbana,Asiste,3159,0.0,222.0,195.0,1.0,1771,498,12.0,49.0,410.0,1.0,0.0
LOS RIOS,Puebloviejo,Urbana,No asiste,6487,836.0,39.0,19.0,13.0,2437,2222,34.0,57.0,763.0,66.0,1.0
LOS RIOS,Puebloviejo,Rural,Asiste,9906,0.0,487.0,448.0,6.0,5838,1693,32.0,94.0,1305.0,3.0,0.0
LOS RIOS,Puebloviejo,Rural,No asiste,21409,3623.0,144.0,81.0,100.0,9092,6541,88.0,219.0,1430.0,89.0,2.0
LOS RIOS,Quevedo,Urbana,Asiste,59780,0.0,1306.0,2862.0,14.0,32217,9628,113.0,763.0,12809.0,62.0,6.0
LOS RIOS,Quevedo,Urbana,No asiste,118012,15759.0,317.0,351.0,177.0,37883,40696,512.0,1719.0,17915.0,2458.0,225.0
LOS RIOS,Quevedo,Rural,Asiste,8476,0.0,255.0,385.0,2.0,5128,1426,10.0,111.0,1151.0,6.0,2.0
LOS RIOS,Quevedo,Rural,No asiste,19740,3144.0,62.0,73.0,23.0,8651,6194,33.0,213.0,1228.0,110.0,9.0
LOS RIOS,Urdaneta,Urbana,Asiste,2185,0.0,91.0,134.0,1.0,1225,398,12.0,25.0,299.0,0.0,0.0
LOS RIOS,Urdaneta,Urbana,No asiste,5031,639.0,13.0,14.0,4.0,1721,1862,15.0,63.0,646.0,54.0,0.0
LOS RIOS,Urdaneta,Rural,Asiste,7348,0.0,259.0,370.0,5.0,4626,1284,24.0,68.0,711.0,1.0,0.0
LOS RIOS,Urdaneta,Rural,No asiste,18587,2956.0,83.0,81.0,49.0,8233,5753,50.0,106.0,1174.0,96.0,6.0
LOS RIOS,Ventanas,Urbana,Asiste,13438,0.0,275.0,678.0,1.0,7331,2661,55.0,198.0,2229.0,9.0,1.0
LOS RIOS,Ventanas,Urbana,No asiste,28093,4029.0,110.0,77.0,36.0,8947,9952,489.0,452.0,3546.0,434.0,21.0
LOS RIOS,Ventanas,Rural,Asiste,8999,0.0,287.0,304.0,3.0,5598,1828,35.0,85.0,857.0,2.0,0.0
LOS RIOS,Ventanas,Rural,No asiste,22681,3575.0,105.0,77.0,81.0,10494,6823,193.0,177.0,1079.0,72.0,5.0
LOS RIOS,Vinces,Urbana,Asiste,11318,0.0,440.0,633.0,10.0,6175,1925,36.0,136.0,1954.0,9.0,0.0
LOS RIOS,Vinces,Urbana,No asiste,23746,2808.0,116.0,56.0,51.0,7214,8912,107.0,319.0,3762.0,381.0,20.0
LOS RIOS,Vinces,Rural,Asiste,12170,0.0,393.0,614.0,4.0,7683,2359,38.0,136.0,941.0,2.0,0.0
LOS RIOS,Vinces,Rural,No asiste,33675,6177.0,73.0,72.0,152.0,16346,9473,198.0,147.0,981.0,52.0,4.0
LOS RIOS,Palenque,Urbana,Asiste,2363,0.0,200.0,141.0,1.0,1422,346,27.0,24.0,200.0,2.0,0.0
LOS RIOS,Palenque,Urbana,No asiste,4895,747.0,54.0,9.0,14.0,1910,1602,78.0,86.0,357.0,37.0,1.0
LOS RIOS,Palenque,Rural,Asiste,4548,0.0,294.0,128.0,4.0,3218,706,20.0,10.0,166.0,2.0,0.0
LOS RIOS,Palenque,Rural,No asiste,13032,2570.0,95.0,37.0,40.0,6853,3183,14.0,52.0,180.0,7.0,1.0
LOS RIOS,Buena Fe,Urbana,Asiste,16110,0.0,725.0,858.0,10.0,9515,2693,68.0,144.0,2091.0,6.0,0.0
LOS RIOS,Buena Fe,Urbana,No asiste,30669,4658.0,154.0,95.0,99.0,10805,11256,227.0,262.0,2784.0,314.0,15.0
LOS RIOS,Buena Fe,Rural,Asiste,8614,0.0,289.0,452.0,5.0,5503,1436,39.0,251.0,637.0,2.0,0.0
LOS RIOS,Buena Fe,Rural,No asiste,19017,3561.0,64.0,79.0,69.0,8438,5731,58.0,169.0,802.0,44.0,2.0
LOS RIOS,Valencia,Urbana,Asiste,7907,0.0,344.0,445.0,3.0,4359,1331,63.0,121.0,1237.0,4.0,0.0
LOS RIOS,Valencia,Urbana,No asiste,15089,2340.0,60.0,67.0,43.0,5475,5034,45.0,345.0,1498.0,172.0,10.0
LOS RIOS,Valencia,Rural,Asiste,8616,0.0,359.0,487.0,1.0,5353,1392,13.0,62.0,948.0,1.0,0.0
LOS RIOS,Valencia,Rural,No asiste,19897,3743.0,46.0,65.0,48.0,9984,5278,36.0,120.0,539.0,34.0,4.0
LOS RIOS,Mocache,Urbana,Asiste,3070,0.0,131.0,198.0,4.0,1782,531,22.0,26.0,374.0,1.0,1.0
LOS RIOS,Mocache,Urbana,No asiste,6465,904.0,24.0,25.0,23.0,2347,2117,225.0,74.0,663.0,58.0,5.0
LOS RIOS,Mocache,Rural,Asiste,8993,0.0,450.0,387.0,7.0,5743,1549,24.0,84.0,745.0,3.0,1.0
LOS RIOS,Mocache,Rural,No asiste,23498,3886.0,81.0,84.0,90.0,12194,6154,68.0,111.0,755.0,67.0,8.0
LOS RIOS,Quinsaloma,Urbana,Asiste,1886,0.0,45.0,104.0,0.0,1089,365,4.0,16.0,262.0,1.0,0.0
LOS RIOS,Quinsaloma,Urbana,No asiste,4275,665.0,13.0,16.0,16.0,1433,1585,18.0,57.0,431.0,40.0,1.0
LOS RIOS,Quinsaloma,Rural,Asiste,3579,0.0,79.0,106.0,0.0,2342,733,6.0,26.0,282.0,5.0,0.0
LOS RIOS,Quinsaloma,Rural,No asiste,9730,1697.0,19.0,24.0,26.0,4639,2894,10.0,55.0,339.0,25.0,2.0
MANABI,Portoviejo,Urbana,Asiste,81281,0.0,3596.0,5728.0,5.0,38220,12535,256.0,1163.0,19650.0,115.0,13.0
MANABI,Portoviejo,Urbana,No asiste,162848,14213.0,327.0,495.0,287.0,41055,51329,1049.0,2787.0,42538.0,8089.0,679.0
MANABI,Portoviejo,Rural,Asiste,24305,0.0,1673.0,1808.0,14.0,12838,4231,58.0,196.0,3478.0,9.0,0.0
MANABI,Portoviejo,Rural,No asiste,54491,5918.0,167.0,193.0,220.0,24954,17483,84.0,404.0,4640.0,415.0,13.0
