provincia,cantón,área_de_residencia,número_total_de_hogares,no_pobres,pobre_solo_por_dependencia_económica,pobre_solo_por_no_asistencia_a_clases_de_niños_en_edad_escolar,pobre_solo_por_características_físicas_inadecuadas_de_la_vivienda,pobre_solo_por_no_disponibilidad_de_servicios_básicos_de_la_vivienda,pobre_solo_por_estado_de_hacinamiento_del_hogar,pobre_por_carencia_en_dos_o_más_componentes
LOJA,Macará,Urbana,3841,2912.0,64.0,16.0,152.0,200,277.0,220.0
LOJA,Macará,Rural,1775,337.0,12.0,2.0,53.0,540,21.0,810.0
LOJA,Paltas,Urbana,2354,1790.0,20.0,6.0,29.0,181,193.0,135.0
LOJA,Paltas,Rural,4779,1454.0,51.0,9.0,172.0,1370,142.0,1581.0
LOJA,Puyango,Urbana,1912,1576.0,49.0,6.0,4.0,110,118.0,49.0
LOJA,Puyango,Rural,3201,1185.0,49.0,3.0,73.0,1155,68.0,668.0
LOJA,Saraguro,Urbana,1408,987.0,40.0,6.0,16.0,181,79.0,99.0
LOJA,Saraguro,Rural,7489,2151.0,97.0,16.0,153.0,2237,144.0,2691.0
LOJA,Sozoranga,Urbana,287,226.0,2.0,0.0,8.0,22,21.0,8.0
LOJA,Sozoranga,Rural,1764,282.0,12.0,1.0,66.0,423,18.0,962.0
LOJA,Zapotillo,Urbana,1170,966.0,46.0,6.0,8.0,54,63.0,27.0
LOJA,Zapotillo,Rural,3500,1047.0,51.0,2.0,202.0,847,91.0,1260.0
LOJA,Pindal,Urbana,783,565.0,8.0,0.0,34.0,43,69.0,64.0
LOJA,Pindal,Rural,2296,305.0,8.0,0.0,15.0,1021,30.0,917.0
LOJA,Quilanga,Urbana,324,265.0,4.0,1.0,6.0,24,14.0,10.0
LOJA,Quilanga,Rural,1027,233.0,16.0,5.0,29.0,425,11.0,308.0
LOJA,Olmedo,Urbana,240,197.0,4.0,2.0,2.0,11,9.0,15.0
LOJA,Olmedo,Rural,1149,326.0,19.0,1.0,23.0,410,39.0,331.0
LOS RIOS,Babahoyo,Urbana,31548,21875.0,492.0,455.0,705.0,2995,2011.0,3015.0
LOS RIOS,Babahoyo,Rural,26206,5795.0,252.0,74.0,157.0,12879,531.0,6518.0
LOS RIOS,Baba,Urbana,2088,1288.0,52.0,10.0,62.0,291,151.0,234.0
LOS RIOS,Baba,Rural,12621,2056.0,142.0,11.0,65.0,5987,157.0,4203.0
LOS RIOS,Montalvo,Urbana,5193,3416.0,132.0,20.0,29.0,1095,172.0,329.0
LOS RIOS,Montalvo,Rural,4012,1102.0,40.0,1.0,14.0,2165,29.0,661.0
LOS RIOS,Puebloviejo,Urbana,3026,1790.0,77.0,18.0,46.0,483,219.0,393.0
LOS RIOS,Puebloviejo,Rural,9783,3128.0,159.0,30.0,94.0,3725,387.0,2260.0
LOS RIOS,Quevedo,Urbana,54873,31637.0,891.0,666.0,193.0,13187,2737.0,5562.0
LOS RIOS,Quevedo,Rural,8845,1962.0,120.0,38.0,46.0,4483,182.0,2014.0
LOS RIOS,Urdaneta,Urbana,2222,1017.0,35.0,2.0,10.0,724,87.0,347.0
LOS RIOS,Urdaneta,Rural,8435,1590.0,64.0,14.0,41.0,4678,180.0,1868.0
LOS RIOS,Ventanas,Urbana,13047,7643.0,336.0,78.0,126.0,2330,1061.0,1473.0
LOS RIOS,Ventanas,Rural,10332,1114.0,65.0,10.0,35.0,6482,116.0,2510.0
LOS RIOS,Vinces,Urbana,10890,7260.0,332.0,85.0,114.0,1440,728.0,931.0
LOS RIOS,Vinces,Rural,14563,1241.0,81.0,5.0,36.0,8034,109.0,5057.0
LOS RIOS,Palenque,Urbana,2237,1159.0,95.0,6.0,33.0,357,182.0,405.0
LOS RIOS,Palenque,Rural,5571,266.0,18.0,6.0,17.0,2251,30.0,2983.0
LOS RIOS,Buena Fe,Urbana,13745,8945.0,557.0,101.0,127.0,1418,1291.0,1306.0
LOS RIOS,Buena Fe,Rural,8208,2645.0,158.0,39.0,57.0,3219,360.0,1730.0
LOS RIOS,Valencia,Urbana,6839,2064.0,78.0,36.0,27.0,3316,183.0,1135.0
LOS RIOS,Valencia,Rural,8465,800.0,50.0,15.0,24.0,5183,83.0,2310.0
LOS RIOS,Mocache,Urbana,2850,1928.0,124.0,10.0,20.0,325,212.0,231.0
LOS RIOS,Mocache,Rural,10400,1582.0,101.0,20.0,51.0,5840,97.0,2709.0
LOS RIOS,Quinsaloma,Urbana,1970,1426.0,85.0,24.0,23.0,188,93.0,131.0
LOS RIOS,Quinsaloma,Rural,4202,356.0,40.0,12.0,10.0,2933,17.0,834.0
MANABI,Portoviejo,Urbana,73227,52550.0,1332.0,406.0,1814.0,7773,2492.0,6860.0
MANABI,Portoviejo,Rural,23386,2915.0,109.0,18.0,219.0,12380,106.0,7639.0
MANABI,Bolívar,Urbana,6114,2363.0,102.0,18.0,78.0,2621,117.0,815.0
MANABI,Bolívar,Rural,6728,607.0,30.0,4.0,100.0,3097,34.0,2856.0
MANABI,Chone,Urbana,17130,10972.0,363.0,97.0,252.0,3185,697.0,1564.0
MANABI,Chone,Rural,23876,2025.0,94.0,9.0,294.0,12416,101.0,8937.0
MANABI,El Carmen,Urbana,15571,8707.0,377.0,62.0,151.0,3805,604.0,1865.0
MANABI,El Carmen,Rural,20747,2449.0,150.0,27.0,101.0,13234,186.0,4600.0
MANABI,Flavio Alfaro,Urbana,2779,1049.0,72.0,6.0,62.0,1098,72.0,420.0
MANABI,Flavio Alfaro,Rural,5749,288.0,12.0,2.0,38.0,3449,15.0,1945.0
MANABI,Jipijapa,Urbana,12863,5721.0,178.0,29.0,314.0,3195,529.0,2897.0
MANABI,Jipijapa,Rural,10660,635.0,27.0,2.0,40.0,4686,35.0,5235.0
MANABI,Junín,Urbana,2230,1203.0,44.0,8.0,57.0,574,36.0,308.0
MANABI,Junín,Rural,4647,471.0,17.0,0.0,60.0,1931,15.0,2153.0
MANABI,Manta,Urbana,76967,55788.0,1647.0,487.0,990.0,8579,3435.0,6041.0
MANABI,Manta,Rural,3901,648.0,40.0,7.0,18.0,2098,33.0,1057.0
MANABI,Montecristi,Urbana,20699,5851.0,168.0,67.0,205.0,10121,357.0,3930.0
MANABI,Montecristi,Rural,8770,497.0,24.0,2.0,6.0,6018,36.0,2187.0
MANABI,Paján,Urbana,2454,1161.0,95.0,5.0,116.0,502,126.0,449.0
MANABI,Paján,Rural,11313,375.0,20.0,2.0,29.0,4474,30.0,6383.0
MANABI,Pichincha,Urbana,1340,933.0,43.0,7.0,18.0,158,76.0,105.0
MANABI,Pichincha,Rural,7919,438.0,39.0,4.0,34.0,4181,38.0,3185.0
MANABI,Rocafuerte,Urbana,3481,2797.0,57.0,24.0,129.0,114,177.0,183.0
MANABI,Rocafuerte,Rural,9751,3460.0,96.0,10.0,505.0,2667,152.0,2861.0
MANABI,Santa Ana,Urbana,3363,2420.0,85.0,15.0,106.0,221,139.0,377.0
MANABI,Santa Ana,Rural,11659,1706.0,125.0,7.0,318.0,3336,77.0,6090.0
MANABI,Sucre,Urbana,7013,4502.0,162.0,17.0,99.0,1266,183.0,784.0
MANABI,Sucre,Rural,13105,2604.0,129.0,20.0,161.0,6448,146.0,3597.0
MANABI,Tosagua,Urbana,3470,2537.0,109.0,18.0,73.0,340,127.0,266.0
MANABI,Tosagua,Rural,10032,2530.0,143.0,11.0,309.0,3381,120.0,3538.0
MANABI,24 de Mayo,Urbana,2044,1066.0,62.0,6.0,80.0,381,45.0,404.0
MANABI,24 de Mayo,Rural,7908,371.0,21.0,2.0,72.0,2702,17.0,4723.0
MANABI,Pedernales,Urbana,8125,3679.0,224.0,40.0,209.0,1694,442.0,1837.0
MANABI,Pedernales,Rural,12359,1112.0,103.0,15.0,88.0,6349,150.0,4542.0
MANABI,Olmedo,Urbana,868,201.0,27.0,4.0,24.0,327,5.0,280.0
MANABI,Olmedo,Rural,2343,6.0,0.0,0.0,0.0,753,0.0,1584.0
MANABI,Puerto López,Urbana,3559,992.0,56.0,14.0,17.0,1464,120.0,896.0
MANABI,Puerto López,Rural,3789,1061.0,81.0,5.0,13.0,1573,68.0,988.0
MANABI,Jama,Urbana,1696,1100.0,75.0,7.0,51.0,157,72.0,234.0
MANABI,Jama,Rural,3526,706.0,39.0,6.0,57.0,1309,35.0,1374.0
MANABI,Jaramijó,Urbana,8298,3809.0,226.0,29.0,153.0,2146,341.0,1594.0
MANABI,Jaramijó,Rural,409,157.0,0.0,1.0,2.0,155,3.0,91.0
MANABI,San Vicente,Urbana,3543,1739.0,83.0,4.0,46.0,982,90.0,599.0
MANABI,San Vicente,Rural,5044,418.0,31.0,5.0,28.0,2826,22.0,1714.0
MORONA SANTIAGO,Morona,Urbana,7228,5951.0,83.0,32.0,26.0,627,300.0,209.0
MORONA SANTIAGO,Morona,Rural,8488,2468.0,70.0,19.0,10.0,3987,136.0,1798.0
MORONA SANTIAGO,Gualaquiza,Urbana,2978,2441.0,79.0,27.0,8.0,229,106.0,88.0
MORONA SANTIAGO,Gualaquiza,Rural,3579,745.0,42.0,5.0,1.0,2017,35.0,734.0
MORONA SANTIAGO,Limón Indanza,Urbana,1244,874.0,17.0,7.0,4.0,257,46.0,39.0
MORONA SANTIAGO,Limón Indanza,Rural,1617,406.0,24.0,3.0,2.0,828,28.0,326.0
MORONA SANTIAGO,Palora,Urbana,1795,1390.0,30.0,7.0,8.0,174,108.0,78.0
MORONA SANTIAGO,Palora,Rural,1745,385.0,11.0,2.0,6.0,931,26.0,384.0
MORONA SANTIAGO,Santiago,Urbana,818,679.0,15.0,6.0,0.0,69,32.0,17.0
MORONA SANTIAGO,Santiago,Rural,2027,660.0,26.0,4.0,4.0,917,37.0,379.0
MORONA SANTIAGO,Sucúa,Urbana,3433,2677.0,73.0,18.0,6.0,438,104.0,117.0
MORONA SANTIAGO,Sucúa,Rural,3339,1028.0,80.0,5.0,1.0,1400,51.0,774.0
MORONA SANTIAGO,Huamboya,Urbana,405,288.0,6.0,2.0,3.0,69,19.0,18.0
MORONA SANTIAGO,Huamboya,Rural,2211,133.0,8.0,0.0,1.0,1322,9.0,738.0
MORONA SANTIAGO,San Juan Bosco,Urbana,503,416.0,6.0,2.0,1.0,48,18.0,12.0
MORONA SANTIAGO,San Juan Bosco,Rural,711,144.0,7.0,1.0,1.0,410,14.0,134.0
MORONA SANTIAGO,Taisha,Urbana,597,266.0,22.0,2.0,1.0,203,25.0,78.0
MORONA SANTIAGO,Taisha,Rural,4978,23.0,1.0,2.0,0.0,2160,3.0,2789.0
MORONA SANTIAGO,Logroño,Urbana,442,330.0,25.0,2.0,0.0,58,10.0,17.0
MORONA SANTIAGO,Logroño,Rural,1396,77.0,2.0,0.0,1.0,823,5.0,488.0
MORONA SANTIAGO,Pablo Sexto,Urbana,324,246.0,10.0,1.0,0.0,42,10.0,15.0
MORONA SANTIAGO,Pablo Sexto,Rural,306,51.0,7.0,0.0,0.0,147,6.0,95.0
MORONA SANTIAGO,Tiwintza,Urbana,370,158.0,2.0,2.0,1.0,149,20.0,38.0
MORONA SANTIAGO,Tiwintza,Rural,1919,59.0,3.0,1.0,0.0,1084,4.0,768.0
NAPO,Tena,Urbana,9610,7638.0,74.0,44.0,28.0,1002,519.0,305.0
NAPO,Tena,Rural,12084,2620.0,58.0,19.0,11.0,6616,207.0,2553.0
NAPO,Archidona,Urbana,2187,1431.0,23.0,6.0,14.0,439,106.0,168.0
NAPO,Archidona,Rural,5648,659.0,21.0,4.0,8.0,3593,59.0,1304.0
NAPO,El Chaco,Urbana,1405,1129.0,23.0,1.0,4.0,174,52.0,22.0
NAPO,El Chaco,Rural,1441,689.0,13.0,5.0,7.0,605,37.0,85.0
NAPO,Quijos,Urbana,622,531.0,19.0,5.0,5.0,22,28.0,12.0
NAPO,Quijos,Rural,1388,701.0,14.0,1.0,7.0,577,28.0,60.0
NAPO,Carlos Julio Arosemena Tola,Urbana,376,294.0,5.0,1.0,2.0,43,22.0,9.0
NAPO,Carlos Julio Arosemena Tola,Rural,854,334.0,5.0,0.0,1.0,387,19.0,108.0
PASTAZA,Pastaza,Urbana,10861,9015.0,110.0,51.0,19.0,1025,397.0,244.0
PASTAZA,Pastaza,Rural,12818,4676.0,113.0,33.0,12.0,5070,206.0,2708.0
PASTAZA,Mera,Urbana,272,211.0,5.0,0.0,8.0,34,7.0,7.0
PASTAZA,Mera,Rural,4137,2061.0,26.0,19.0,9.0,1477,89.0,456.0
PASTAZA,Santa Clara,Urbana,509,395.0,10.0,2.0,2.0,58,25.0,17.0
PASTAZA,Santa Clara,Rural,767,289.0,11.0,3.0,1.0,351,20.0,92.0
PASTAZA,Arajuno,Urbana,565,232.0,2.0,4.0,2.0,227,28.0,70.0
PASTAZA,Arajuno,Rural,1454,77.0,4.0,0.0,0.0,852,8.0,513.0
PICHINCHA,Distrito Metropolitano de Quito,Urbana,586919,531348.0,6484.0,6121.0,1515.0,20848,14474.0,6129.0
PICHINCHA,Distrito Metropolitano de Quito,Rural,286593,238462.0,3768.0,2798.0,1235.0,25706,7080.0,7544.0
PICHINCHA,Cayambe,Urbana,13362,11179.0,205.0,100.0,91.0,711,682.0,394.0
PICHINCHA,Cayambe,Rural,16678,8801.0,268.0,43.0,178.0,4030,473.0,2885.0
PICHINCHA,Mejía,Urbana,7019,6163.0,113.0,48.0,9.0,385,197.0,104.0
PICHINCHA,Mejía,Rural,22407,15786.0,667.0,88.0,87.0,3881,628.0,1270.0
PICHINCHA,Pedro Moncayo,Urbana,3850,2906.0,24.0,18.0,23.0,412,317.0,150.0
PICHINCHA,Pedro Moncayo,Rural,7692,4354.0,172.0,16.0,70.0,2048,228.0,804.0
PICHINCHA,Rumiñahui,Urbana,30118,27439.0,186.0,225.0,92.0,1303,634.0,239.0
PICHINCHA,Rumiñahui,Rural,3467,2651.0,99.0,12.0,31.0,464,79.0,131.0
PICHINCHA,San Miguel de los Bancos,Urbana,1599,1228.0,38.0,20.0,17.0,141,93.0,62.0
PICHINCHA,San Miguel de los Bancos,Rural,2465,1238.0,54.0,23.0,6.0,850,86.0,208.0
PICHINCHA,Pedro Vicente Maldonado,Urbana,2294,1800.0,59.0,10.0,9.0,234,131.0,51.0
PICHINCHA,Pedro Vicente Maldonado,Rural,2443,614.0,22.0,3.0,4.0,1423,40.0,337.0
PICHINCHA,Puerto Quito,Urbana,1283,987.0,33.0,14.0,3.0,141,71.0,34.0
PICHINCHA,Puerto Quito,Rural,6410,1766.0,86.0,22.0,14.0,3563,127.0,832.0
TUNGURAHUA,Ambato,Urbana,57750,51881.0,540.0,239.0,131.0,2640,1531.0,788.0
TUNGURAHUA,Ambato,Rural,58062,34523.0,594.0,148.0,530.0,12864,1339.0,8064.0
TUNGURAHUA,Baños de Agua Santa,Urbana,4519,3975.0,42.0,14.0,7.0,302,135.0,44.0
TUNGURAHUA,Baños de Agua Santa,Rural,2517,1550.0,33.0,5.0,3.0,760,53.0,113.0
TUNGURAHUA,Cevallos,Urbana,1212,1041.0,8.0,0.0,6.0,110,28.0,19.0
TUNGURAHUA,Cevallos,Rural,2123,1471.0,22.0,0.0,5.0,498,38.0,89.0
TUNGURAHUA,Mocha,Urbana,470,383.0,12.0,3.0,1.0,45,13.0,13.0
TUNGURAHUA,Mocha,Rural,1903,1182.0,21.0,2.0,9.0,537,32.0,120.0
TUNGURAHUA,Patate,Urbana,797,681.0,14.0,1.0,1.0,63,20.0,17.0
TUNGURAHUA,Patate,Rural,3640,1338.0,37.0,4.0,7.0,1832,30.0,392.0
TUNGURAHUA,Quero,Urbana,1001,778.0,12.0,4.0,5.0,124,41.0,37.0
TUNGURAHUA,Quero,Rural,5289,1983.0,63.0,1.0,37.0,2449,55.0,701.0
TUNGURAHUA,San Pedro de Pelileo,Urbana,3281,2765.0,34.0,10.0,9.0,243,121.0,99.0
TUNGURAHUA,San Pedro de Pelileo,Rural,15898,7575.0,154.0,26.0,62.0,6237,242.0,1602.0
TUNGURAHUA,Santiago de Píllaro,Urbana,3045,2641.0,49.0,11.0,10.0,224,36.0,74.0
TUNGURAHUA,Santiago de Píllaro,Rural,10450,4365.0,123.0,25.0,140.0,3783,96.0,1918.0
TUNGURAHUA,Tisaleo,Urbana,467,340.0,1.0,0.0,1.0,81,17.0,27.0
TUNGURAHUA,Tisaleo,Rural,3803,2107.0,28.0,7.0,23.0,1297,62.0,279.0
ZAMORA CHINCHIPE,Zamora,Urbana,5589,4674.0,50.0,58.0,22.0,453,175.0,157.0
ZAMORA CHINCHIPE,Zamora,Rural,3899,1511.0,61.0,38.0,6.0,1786,82.0,415.0
ZAMORA CHINCHIPE,Chinchipe,Urbana,1304,997.0,16.0,11.0,9.0,184,64.0,23.0
ZAMORA CHINCHIPE,Chinchipe,Rural,1801,344.0,5.0,2.0,5.0,1088,32.0,325.0
ZAMORA CHINCHIPE,Nangaritza,Urbana,713,549.0,14.0,5.0,3.0,73,52.0,17.0
ZAMORA CHINCHIPE,Nangaritza,Rural,998,284.0,6.0,5.0,2.0,527,17.0,157.0
ZAMORA CHINCHIPE,Yacuambi,Urbana,478,268.0,2.0,1.0,0.0,133,20.0,54.0
ZAMORA CHINCHIPE,Yacuambi,Rural,1357,333.0,14.0,8.0,2.0,636,37.0,327.0
ZAMORA CHINCHIPE,Yantzaza,Urbana,4065,2928.0,45.0,29.0,8.0,635,231.0,189.0
ZAMORA CHINCHIPE,Yantzaza,Rural,2850,935.0,35.0,5.0,0.0,1458,74.0,343.0
ZAMORA CHINCHIPE,El Pangui,Urbana,1714,1275.0,30.0,8.0,6.0,227,92.0,76.0
ZAMORA CHINCHIPE,El Pangui,Rural,2043,736.0,32.0,6.0,3.0,912,57.0,297.0
ZAMORA CHINCHIPE,Centinela del Cóndor,Urbana,918,705.0,22.0,3.0,2.0,99,54.0,33.0
ZAMORA CHINCHIPE,Centinela del Cóndor,Rural,1356,461.0,11.0,3.0,3.0,672,52.0,154.0
ZAMORA CHINCHIPE,Palanda,Urbana,715,496.0,5.0,0.0,10.0,107,65.0,32.0
ZAMORA CHINCHIPE,Palanda,Rural,1758,402.0,0.0,4.0,10.0,1018,46.0,278.0
ZAMORA CHINCHIPE,Paquisha,Urbana,462,319.0,8.0,4.0,8.0,75,26.0,22.0
ZAMORA CHINCHIPE,Paquisha,Rural,852,206.0,9.0,4.0,2.0,504,26.0,101.0
GALAPAGOS,San Cristóbal,Urbana,2432,2098.0,5.0,5.0,6.0,179,118.0,21.0
GALAPAGOS,San Cristóbal,Rural,316,164.0,2.0,1.0,4.0,119,4.0,22.0
GALAPAGOS,Isabela,Urbana,941,766.0,1.0,1.0,6.0,90,56.0,21.0
GALAPAGOS,Isabela,Rural,104,6.0,0.0,0.0,0.0,84,0.0,14.0
GALAPAGOS,Santa Cruz,Urbana,4465,3491.0,19.0,13.0,9.0,644,231.0,58.0
GALAPAGOS,Santa Cruz,Rural,1460,480.0,0.0,1.0,0.0,880,26.0,73.0
SUCUMBIOS,Lago Agrio,Urbana,17932,11783.0,272.0,121.0,40.0,3791,1027.0,898.0
SUCUMBIOS,Lago Agrio,Rural,14074,3843.0,144.0,33.0,17.0,7909,280.0,1848.0
SUCUMBIOS,Gonzalo Pizarro,Urbana,672,569.0,10.0,4.0,1.0,45,34.0,9.0
SUCUMBIOS,Gonzalo Pizarro,Rural,2268,920.0,80.0,4.0,2.0,889,36.0,337.0
SUCUMBIOS,Putumayo,Urbana,587,356.0,9.0,7.0,3.0,143,17.0,52.0
SUCUMBIOS,Putumayo,Rural,1956,177.0,10.0,1.0,2.0,1326,14.0,426.0
SUCUMBIOS,Shushufindi,Urbana,5141,3573.0,93.0,18.0,14.0,872,374.0,197.0
SUCUMBIOS,Shushufindi,Rural,9554,2668.0,109.0,17.0,44.0,5240,199.0,1277.0
SUCUMBIOS,Sucumbíos,Urbana,256,165.0,5.0,0.0,0.0,61,12.0,13.0
SUCUMBIOS,Sucumbíos,Rural,773,336.0,15.0,2.0,3.0,316,13.0,88.0
SUCUMBIOS,Cascales,Urbana,803,634.0,20.0,4.0,5.0,71,55.0,14.0
SUCUMBIOS,Cascales,Rural,2479,688.0,29.0,5.0,3.0,1313,39.0,402.0
SUCUMBIOS,Cuyabeno,Urbana,577,282.0,1.0,0.0,2.0,235,15.0,42.0
SUCUMBIOS,Cuyabeno,Rural,2011,394.0,11.0,2.0,1.0,1260,18.0,325.0
ORELLANA,Francisco de Orellana,Urbana,15731,11159.0,208.0,77.0,48.0,2567,864.0,808.0
ORELLANA,Francisco de Orellana,Rural,11250,1708.0,49.0,11.0,11.0,6764,128.0,2579.0
ORELLANA,Aguarico,Urbana,177,100.0,3.0,1.0,0.0,52,11.0,10.0
ORELLANA,Aguarico,Rural,1488,300.0,11.0,5.0,3.0,589,63.0,517.0
ORELLANA,La Joya de los Sachas,Urbana,5175,2456.0,39.0,14.0,10.0,2096,233.0,327.0
ORELLANA,La Joya de los Sachas,Rural,10045,1388.0,41.0,2.0,9.0,6963,111.0,1531.0
ORELLANA,Loreto,Urbana,1670,1021.0,22.0,7.0,6.0,368,114.0,132.0
ORELLANA,Loreto,Rural,5307,452.0,15.0,1.0,3.0,3134,58.0,1644.0
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,Urbana,104675,72852.0,2218.0,1500.0,329.0,17345,4431.0,6000.0
SANTO DOMINGO DE LOS TSACHILAS,Santo Domingo,Rural,33037,7355.0,394.0,107.0,88.0,19652,452.0,4989.0
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,Urbana,10799,5538.0,279.0,53.0,49.0,3154,363.0,1363.0
SANTO DOMINGO DE LOS TSACHILAS,La Concordia,Rural,4778,1008.0,44.0,12.0,9.0,2711,67.0,927.0
SANTA ELENA,Santa Elena,Urbana,15202,9607.0,128.0,60.0,490.0,1383,1130.0,2404.0
SANTA ELENA,Santa Elena,Rural,35690,16541.0,530.0,103.0,598.0,8164,2572.0,7182.0
SANTA ELENA,La Libertad,Urbana,30614,18026.0,568.0,161.0,1997.0,1702,2239.0,5921.0
SANTA ELENA,La Libertad,Rural,31,0.0,0.0,0.0,0.0,2,0.0,29.0
SANTA ELENA,Salinas,Urbana,10021,7064.0,233.0,69.0,108.0,653,1226.0,668.0
SANTA ELENA,Salinas,Rural,14374,7857.0,268.0,81.0,1091.0,879,1004.0,3194.0
